To approximate the values of the function e^t on the interval [0, 1], dividing it in n = 50 equidistant subintervals,
the results were obtained after executing k = 4 iterations in 2.658 seconds.
The value used for q is 0.75
The obtained precision is 3.225652E-016

+------+--------------------------------+--------------------------------+----------------------+
|  ti  |            x(m, i)             |             x*(ti)             | | x(m, i) - x*(ti) | |
+------+--------------------------------+--------------------------------+----------------------+
| 0    | 1                              | 1                              | 0.000000E+000        |
| 0.02 | 1.0202013400267557785889938541 | 1.0202013400267558101601439205 | 3.157115E-017        |
| 0.04 | 1.0408107741923881642203892455 | 1.0408107741923882267570447579 | 6.253666E-017        |
| 0.06 | 1.0618365465453595296967639509 | 1.0618365465453596222246848772 | 9.252792E-017        |
| 0.08 | 1.0832870676749584332318508806 | 1.0832870676749585544359877587 | 1.212041E-016        |
| 0.1  | 1.1051709180756474765594872898 | 1.1051709180756476248117078265 | 1.482522E-016        |
| 0.12 | 1.1274968515793754980924718395 | 1.1274968515793756714792655694 | 1.733868E-016        |
| 0.14 | 1.1502737988572270717733603725 | 1.1502737988572272681235642576 | 1.963502E-016        |
| 0.16 | 1.1735108709918100181060231292 | 1.1735108709918102350186110869 | 2.169126E-016        |
| 0.18 | 1.1972173631218099300050201385 | 1.1972173631218101648768239736 | 2.348718E-016        |
| 0.2  | 1.2214027581601695838676649525 | 1.2214027581601698339210719946 | 2.500534E-016        |
| 0.22 | 1.2460767305873805572095908519 | 1.246076730587380819520264783  | 2.623107E-016        |
| 0.24 | 1.2712491503214044200887695692 | 1.2712491503214046916134410512 | 2.715247E-016        |
| 0.26 | 1.2969300866657715203943795062 | 1.2969300866657717979985630882 | 2.776042E-016        |
| 0.28 | 1.3231298123374366551564653558 | 1.323129812337436935642151773  | 2.804857E-016        |
| 0.3  | 1.3498588075760028238503700479 | 1.3498588075760031039837443133 | 2.801334E-016        |
| 0.32 | 1.3771277643359568079876412538 | 1.3771277643359570845268770678 | 2.765392E-016        |
| 0.34 | 1.4049475905635935271226744936 | 1.4049475905635937968456495337 | 2.697230E-016        |
| 0.36 | 1.4333294145603399980437052289 | 1.4333294145603402577756905512 | 2.597320E-016        |
| 0.38 | 1.462284589434224284910253436  | 1.4622845894342245315516316091 | 2.466414E-016        |
| 0.4  | 1.4918246976412700872707862312 | 1.4918246976412703178248529528 | 2.305541E-016        |
| 0.42 | 1.5219615556186335843487639785 | 1.5219615556186337959494448003 | 2.116007E-016        |
| 0.44 | 1.5527072185113358521105398227 | 1.5527072185113360420500796462 | 1.899395E-016        |
| 0.46 | 1.584073984994481609105877509  | 1.5840739849944817748625620135 | 1.657567E-016        |
| 0.48 | 1.6160744021928932428765308116 | 1.6160744021928933821424991057 | 1.392660E-016        |
| 0.5  | 1.6487212707001280361396847228 | 1.6487212707001281468486507878 | 1.107090E-016        |
| 0.52 | 1.6820276496988862665576088426 | 1.6820276496988863469125541947 | 8.035495E-017        |
| 0.54 | 1.7160068621848584116064475109 | 1.7160068621848584601073491147 | 4.850090E-017        |
| 0.56 | 1.7506725002961010670783188352 | 1.750672500296101082549976435  | 1.547166E-017        |
| 0.58 | 1.786038430750073400643678392  | 1.7860384307500733822634435579 | 1.838023E-017        |
| 0.6  | 1.82211880039050902754989324   | 1.8221188003905089748753676682 | 5.267453E-017        |
| 0.62 | 1.8589280418463421311655817253 | 1.8589280418463420441623540603 | 8.700323E-017        |
| 0.64 | 1.8964808793049514742722910113 | 1.8964808793049513533417815913 | 1.209305E-016        |
| 0.66 | 1.9347923344020316756859259109 | 1.934792334402031521693125151  | 1.539928E-016        |
| 0.68 | 1.9738777322304477792509543459 | 1.9738777322304475935521277966 | 1.856988E-016        |
| 0.7  | 2.0137527074704767371541144029 | 2.0137527074704765216245493886 | 2.155296E-016        |
| 0.72 | 2.0544332106438879858885912869 | 2.054433210643887742950460167  | 2.429381E-016        |
| 0.74 | 2.0959355144943648304882100642 | 2.0959355144943645631383178428 | 2.673499E-016        |
| 0.76 | 2.1382762204968188906584460023 | 2.1382762204968186024959412633 | 2.881625E-016        |
| 0.78 | 2.1814722654982014213747193758 | 2.1814722654982011166288495425 | 3.047459E-016        |
| 0.8  | 2.2255409284924679210215454568 | 2.2255409284924676045795375314 | 3.164420E-016        |
| 0.82 | 2.2704998375324061032501941994 | 2.2704998375324057806850092253 | 3.225652E-016        |
| 0.84 | 2.3163669767810920559022005135 | 2.3163669767810917335002471929 | 3.224020E-016        |
| 0.86 | 2.3631606937057952634829613693 | 2.3631606937057949482718564674 | 3.152111E-016        |
| 0.88 | 2.4108997064172101511144215643 | 2.4108997064172098508908849161 | 3.002235E-016        |
| 0.9  | 2.4596031111569499404425152447 | 2.4596031111569496638001265636 | 2.766424E-016        |
| 0.92 | 2.5092903899362979148759433433 | 2.5092903899362976712328533228 | 2.436431E-016        |
| 0.94 | 2.5599814183292716965137548922 | 2.5599814183292714961404455052 | 2.003733E-016        |
| 0.96 | 2.6116964734231178643814121692 | 2.6116964734231177184286012989 | 1.459528E-016        |
| 0.98 | 2.6644562419294172178310331158 | 2.6644562419294171383574280391 | 7.947361E-017        |
| 1    | 2.718281828459045235360287471  | 2.7182818284590452353602874714 | 4.000000E-028        |
+------+--------------------------------+--------------------------------+----------------------+
